author,genre,imgURL,old_price,price,title
Christopher Chabris,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_217187.jpg,197.000,167.450,The Invisible Gorilla: And Other Ways Our Intuition Deceives Us
Anneli Rufus,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_50514.jpg,256.000,192.000,Unworthy : How to Stop Hating Yourself
Chloe Isidora,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_18790.jpg,494.000,419.900,Sacred Self-care: Everyday rituals for a more joyful and meaningful life
Dale Carnegie,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/7/9781785042409.jpg,217.000,184.450,How To Win Friends And Influence People (Vermilion Life Essentials) (Vermilion Classics)
"Jack Canfield, Mark Victor Hansen, Amy Newmark",life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_23886.jpg,281.000,238.850,Chicken Soup for the Soul: Grand and Great: Grandparents and Grandchildren Share Their Stories of Love and Wisdom
Bob Proctor,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_218893.jpg,285.000,242.250,Thoughts Are Things: Turning Your Ideas Into Realities
The Skimm,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_24363.jpg,454.000,385.900,How To Skimm Your Life
"Jonny Benjamin, Britt Pflüger, H.R.H. The Duke of Cambridge",life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_17759.jpg,184.000,138.000,The Stranger on the Bridge: My Journey from Suicidal Despair to Hope
"Joanna Faber, Julie King",life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_128286.jpg,0.00,284.000,How to Talk so Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7
Eric Berne,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180164_1_43_1_57_1_4_1_2_1_210_1_29_1_98_1_25_1_21_1_5_1_3_1_18_1_18_1_45_1_26_1_32_1_14_1_2919.jpg,232.000,197.200,Games People Play: The Psychology of Human Relationships
Jeon Sung Hwan,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/h/khi-toi-khong-biet.jpg,116.000,92.800,Khi Tôi Không Biết Bản Thân Muốn Gì
Anna Quindlen,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_215330.jpg,214.000,181.900,A Short Guide To A Happy Life
Charles Duhigg,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_140837.jpg,203.000,172.550,Smarter Faster Better
Michelle Passoff,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_26908.jpg,224.000,190.400,Lighten Up! Free Yourself From Clutter
"Sheryl Sandberg, Adam Grant",life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/7/9780753548288.jpg,305.000,259.250,"Option B: Facing Adversity, Building Resilience, and Finding Joy"
John Izzo,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_218907.jpg,302.000,256.700,The Five Secrets You Must Discover Before You Die
Albert Rutherford,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_220921.jpg,129.000,103.200,Nghệ Thuật Tư Duy Phản Biện
David Adam,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_17768.jpg,204.000,173.400,"The Genius Within: Smart Pills, Brain Hacks and Adventures in Intelligence"
Osho,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_216229.jpg,88.000,59.840,Osho - Can Đảm Là Chính Mình Trong Thế Giới Hiểm Nguy
Mark Channon,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_18588_1.jpg,338.000,287.300,The Memory Workbook (Teach Yourself)
Don Norman,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_189613.jpg,199.000,155.220,Thiết Kế Lấy Người Dùng Làm Trung Tâm
Vex King,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/_/b_a-trc-y_u-m_nh-trc-_-01.jpg,109.000,85.020,"Yêu Mình Trước Đã, Yêu Đời Để Sau"
"Professor Karl Pillemer, Jane Brody",life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_26247.jpg,269.000,228.650,30 Lessons for Living: Tried and True Advice from the Wisest Americans
Anthony Robbins,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/9/8935086850886.jpg,168.000,114.240,Đánh Thức Con Người Phi Thường Trong Bạn (Tái Bản 2020)
"Ellen Fein, Sherrie Schneider",life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/_/b_a1-songbanlinh_1.jpg,96.000,76.800,Sống Bản Lĩnh Theo Cách Một Quý Cô - All The Rules (Tái Bản 2020)
Geshe Michael Roach,life-skill,https://cdn0.fahasa.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/image_172237.jpg,145.000,101.500,Nghiệp Tình Yêu - Karma Of Love
